2022-12-19 19:18:06 INFO  HomePage :86 - Click on 'Computers[[[ChromeDriver: chrome on WINDOWS (5a3f9c1bc0a7ff5f362981f013383513)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (5a3f9c1bc0a7ff5f362981f013383513)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (5a3f9c1bc0a7ff5f362981f013383513)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (5a3f9c1bc0a7ff5f362981f013383513)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (5a3f9c1bc0a7ff5f362981f013383513)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (5a3f9c1bc0a7ff5f362981f013383513)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (5a3f9c1bc0a7ff5f362981f013383513)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a]]
2022-12-20 06:45:50 INFO  LoginPage :38 - Getting welcome text [[ChromeDriver: chrome on WINDOWS (e701f9131a1e04dbc991ec03ee35c884)] -> xpath: //h1[contains(text(),'Welcome, Please Sign In!')]]
2022-12-20 06:45:53 INFO  HomePage :45 - Clicking on login link [[ChromeDriver: chrome on WINDOWS (b3c735ee4ffbcd0904a6985a9ddab70d)] -> link text: Log in]
2022-12-20 06:45:54 INFO  LoginPage :43 - Enter email testerhv123@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (b3c735ee4ffbcd0904a6985a9ddab70d)] -> id: Email]
2022-12-20 06:45:54 INFO  LoginPage :48 - Enter password password123 to password field [[ChromeDriver: chrome on WINDOWS (b3c735ee4ffbcd0904a6985a9ddab70d)] -> name: Password]
2022-12-20 06:45:54 INFO  LoginPage :53 - Clicking on Login Button[[ChromeDriver: chrome on WINDOWS (b3c735ee4ffbcd0904a6985a9ddab70d)] -> xpath: //button[contains(text(),'Log in')]]
2022-12-20 06:45:54 INFO  LoginPage :59 - Getting error message : [[ChromeDriver: chrome on WINDOWS (b3c735ee4ffbcd0904a6985a9ddab70d)] -> xpath: //div[@class='message-error validation-summary-errors']]
2022-12-20 06:45:57 INFO  HomePage :56 - Clicking on register link [[ChromeDriver: chrome on WINDOWS (7305eeec70bf5e9e5ab077f16dd5cb02)] -> link text: Register]
2022-12-20 06:45:59 INFO  RegisterPage :85 - Select 'Female[[[ChromeDriver: chrome on WINDOWS (7305eeec70bf5e9e5ab077f16dd5cb02)] -> xpath: //div[@id='gender']//label], [[ChromeDriver: chrome on WINDOWS (7305eeec70bf5e9e5ab077f16dd5cb02)] -> xpath: //div[@id='gender']//label]]
2022-12-20 06:45:59 INFO  RegisterPage :93 - Enter Firstname : 'Testinghv2[[ChromeDriver: chrome on WINDOWS (7305eeec70bf5e9e5ab077f16dd5cb02)] -> id: FirstName]
2022-12-20 06:45:59 INFO  RegisterPage :98 - Enter Lastname : 'Automater1[[ChromeDriver: chrome on WINDOWS (7305eeec70bf5e9e5ab077f16dd5cb02)] -> id: LastName]
2022-12-20 06:45:59 INFO  RegisterPage :103 - Select day : '22', month : 'February', year : '1980'[[ChromeDriver: chrome on WINDOWS (7305eeec70bf5e9e5ab077f16dd5cb02)] -> name: DateOfBirthDay][[ChromeDriver: chrome on WINDOWS (7305eeec70bf5e9e5ab077f16dd5cb02)] -> name: DateOfBirthMonth][[ChromeDriver: chrome on WINDOWS (7305eeec70bf5e9e5ab077f16dd5cb02)] -> name: DateOfBirthYear]
2022-12-20 06:45:59 INFO  RegisterPage :110 - Enter Email : 'Testinghv2@gmail.com[[ChromeDriver: chrome on WINDOWS (7305eeec70bf5e9e5ab077f16dd5cb02)] -> name: Email]
2022-12-20 06:45:59 INFO  RegisterPage :115 - Enter Password : 'password123[[ChromeDriver: chrome on WINDOWS (7305eeec70bf5e9e5ab077f16dd5cb02)] -> id: Password]
2022-12-20 06:45:59 INFO  RegisterPage :120 - Enter Confirm password : 'password123[[ChromeDriver: chrome on WINDOWS (7305eeec70bf5e9e5ab077f16dd5cb02)] -> id: ConfirmPassword]
2022-12-20 06:45:59 INFO  RegisterPage :125 - Click on 'REGISTER' button[[ChromeDriver: chrome on WINDOWS (7305eeec70bf5e9e5ab077f16dd5cb02)] -> css selector: #register-button]
2022-12-20 06:46:00 INFO  HomePage :45 - Clicking on login link [[ChromeDriver: chrome on WINDOWS (7305eeec70bf5e9e5ab077f16dd5cb02)] -> link text: Log in]
2022-12-20 06:46:00 INFO  LoginPage :53 - Clicking on Login Button[[ChromeDriver: chrome on WINDOWS (7305eeec70bf5e9e5ab077f16dd5cb02)] -> xpath: //button[contains(text(),'Log in')]]
2022-12-20 06:46:04 INFO  HomePage :45 - Clicking on login link [[ChromeDriver: chrome on WINDOWS (cfdf90a3439553e255b6d78fa1d1c89a)] -> link text: Log in]
2022-12-20 06:46:05 INFO  LoginPage :53 - Clicking on Login Button[[ChromeDriver: chrome on WINDOWS (cfdf90a3439553e255b6d78fa1d1c89a)] -> xpath: //button[contains(text(),'Log in')]]
2022-12-20 06:46:07 INFO  HomePage :56 - Clicking on register link [[ChromeDriver: chrome on WINDOWS (ed925624b0e50c877f0189a257a28303)] -> link text: Register]
2022-12-20 06:46:09 INFO  RegisterPage :78 - Get registerText : [[ChromeDriver: chrome on WINDOWS (ed925624b0e50c877f0189a257a28303)] -> css selector: div[class='page-title'] h1]
2022-12-20 06:46:11 INFO  HomePage :56 - Clicking on register link [[ChromeDriver: chrome on WINDOWS (6eb2dc1c7cd837bf3f94b928233044b0)] -> link text: Register]
2022-12-20 06:46:12 INFO  RegisterPage :125 - Click on 'REGISTER' button[[ChromeDriver: chrome on WINDOWS (6eb2dc1c7cd837bf3f94b928233044b0)] -> css selector: #register-button]
2022-12-20 06:46:12 INFO  RegisterPage :134 - Click on 'REGISTER' button to see the error message[[[ChromeDriver: chrome on WINDOWS (6eb2dc1c7cd837bf3f94b928233044b0)] -> class name: field-validation-error], [[ChromeDriver: chrome on WINDOWS (6eb2dc1c7cd837bf3f94b928233044b0)] -> class name: field-validation-error], [[ChromeDriver: chrome on WINDOWS (6eb2dc1c7cd837bf3f94b928233044b0)] -> class name: field-validation-error], [[ChromeDriver: chrome on WINDOWS (6eb2dc1c7cd837bf3f94b928233044b0)] -> class name: field-validation-error], [[ChromeDriver: chrome on WINDOWS (6eb2dc1c7cd837bf3f94b928233044b0)] -> class name: field-validation-error]]
2022-12-20 06:46:14 INFO  HomePage :56 - Clicking on register link [[ChromeDriver: chrome on WINDOWS (8e10834555c75473683d008a3f19faaa)] -> link text: Register]
2022-12-20 06:46:15 INFO  RegisterPage :125 - Click on 'REGISTER' button[[ChromeDriver: chrome on WINDOWS (8e10834555c75473683d008a3f19faaa)] -> css selector: #register-button]
2022-12-20 06:46:15 INFO  RegisterPage :134 - Click on 'REGISTER' button to see the error message[[[ChromeDriver: chrome on WINDOWS (8e10834555c75473683d008a3f19faaa)] -> class name: field-validation-error], [[ChromeDriver: chrome on WINDOWS (8e10834555c75473683d008a3f19faaa)] -> class name: field-validation-error], [[ChromeDriver: chrome on WINDOWS (8e10834555c75473683d008a3f19faaa)] -> class name: field-validation-error], [[ChromeDriver: chrome on WINDOWS (8e10834555c75473683d008a3f19faaa)] -> class name: field-validation-error], [[ChromeDriver: chrome on WINDOWS (8e10834555c75473683d008a3f19faaa)] -> class name: field-validation-error]]
2022-12-20 06:46:18 INFO  HomePage :56 - Clicking on register link [[ChromeDriver: chrome on WINDOWS (1807ff47a4aed611cfaa526b0b295eaa)] -> link text: Register]
2022-12-20 06:46:18 INFO  RegisterPage :125 - Click on 'REGISTER' button[[ChromeDriver: chrome on WINDOWS (1807ff47a4aed611cfaa526b0b295eaa)] -> css selector: #register-button]
2022-12-20 06:46:18 INFO  RegisterPage :134 - Click on 'REGISTER' button to see the error message[[[ChromeDriver: chrome on WINDOWS (1807ff47a4aed611cfaa526b0b295eaa)] -> class name: field-validation-error], [[ChromeDriver: chrome on WINDOWS (1807ff47a4aed611cfaa526b0b295eaa)] -> class name: field-validation-error], [[ChromeDriver: chrome on WINDOWS (1807ff47a4aed611cfaa526b0b295eaa)] -> class name: field-validation-error], [[ChromeDriver: chrome on WINDOWS (1807ff47a4aed611cfaa526b0b295eaa)] -> class name: field-validation-error], [[ChromeDriver: chrome on WINDOWS (1807ff47a4aed611cfaa526b0b295eaa)] -> class name: field-validation-error]]
2022-12-20 06:46:21 INFO  HomePage :56 - Clicking on register link [[ChromeDriver: chrome on WINDOWS (1c36e4c622cb4af39156e1517bf548be)] -> link text: Register]
2022-12-20 06:46:21 INFO  RegisterPage :125 - Click on 'REGISTER' button[[ChromeDriver: chrome on WINDOWS (1c36e4c622cb4af39156e1517bf548be)] -> css selector: #register-button]
2022-12-20 06:46:22 INFO  RegisterPage :134 - Click on 'REGISTER' button to see the error message[[[ChromeDriver: chrome on WINDOWS (1c36e4c622cb4af39156e1517bf548be)] -> class name: field-validation-error], [[ChromeDriver: chrome on WINDOWS (1c36e4c622cb4af39156e1517bf548be)] -> class name: field-validation-error], [[ChromeDriver: chrome on WINDOWS (1c36e4c622cb4af39156e1517bf548be)] -> class name: field-validation-error], [[ChromeDriver: chrome on WINDOWS (1c36e4c622cb4af39156e1517bf548be)] -> class name: field-validation-error], [[ChromeDriver: chrome on WINDOWS (1c36e4c622cb4af39156e1517bf548be)] -> class name: field-validation-error]]
2022-12-20 06:46:26 INFO  HomePage :56 - Clicking on register link [[ChromeDriver: chrome on WINDOWS (751806bff7ab0c1cca6b5022ca9d0cae)] -> link text: Register]
2022-12-20 06:46:26 INFO  RegisterPage :125 - Click on 'REGISTER' button[[ChromeDriver: chrome on WINDOWS (751806bff7ab0c1cca6b5022ca9d0cae)] -> css selector: #register-button]
2022-12-20 06:46:26 INFO  RegisterPage :134 - Click on 'REGISTER' button to see the error message[[[ChromeDriver: chrome on WINDOWS (751806bff7ab0c1cca6b5022ca9d0cae)] -> class name: field-validation-error], [[ChromeDriver: chrome on WINDOWS (751806bff7ab0c1cca6b5022ca9d0cae)] -> class name: field-validation-error], [[ChromeDriver: chrome on WINDOWS (751806bff7ab0c1cca6b5022ca9d0cae)] -> class name: field-validation-error], [[ChromeDriver: chrome on WINDOWS (751806bff7ab0c1cca6b5022ca9d0cae)] -> class name: field-validation-error], [[ChromeDriver: chrome on WINDOWS (751806bff7ab0c1cca6b5022ca9d0cae)] -> class name: field-validation-error]]
2022-12-20 06:46:31 INFO  HomePage :56 - Clicking on register link [[ChromeDriver: chrome on WINDOWS (432761602b2765031b892c9151710d14)] -> link text: Register]
2022-12-20 06:46:32 INFO  RegisterPage :85 - Select 'Female[[[ChromeDriver: chrome on WINDOWS (432761602b2765031b892c9151710d14)] -> xpath: //div[@id='gender']//label], [[ChromeDriver: chrome on WINDOWS (432761602b2765031b892c9151710d14)] -> xpath: //div[@id='gender']//label]]
2022-12-20 06:46:32 INFO  RegisterPage :93 - Enter Firstname : 'Testinghv0[[ChromeDriver: chrome on WINDOWS (432761602b2765031b892c9151710d14)] -> id: FirstName]
2022-12-20 06:46:32 INFO  RegisterPage :98 - Enter Lastname : 'Automater[[ChromeDriver: chrome on WINDOWS (432761602b2765031b892c9151710d14)] -> id: LastName]
2022-12-20 06:46:32 INFO  RegisterPage :103 - Select day : '22', month : 'February', year : '1980'[[ChromeDriver: chrome on WINDOWS (432761602b2765031b892c9151710d14)] -> name: DateOfBirthDay][[ChromeDriver: chrome on WINDOWS (432761602b2765031b892c9151710d14)] -> name: DateOfBirthMonth][[ChromeDriver: chrome on WINDOWS (432761602b2765031b892c9151710d14)] -> name: DateOfBirthYear]
2022-12-20 06:46:32 INFO  RegisterPage :110 - Enter Email : 'Testinghv0@gmail.com[[ChromeDriver: chrome on WINDOWS (432761602b2765031b892c9151710d14)] -> name: Email]
2022-12-20 06:46:32 INFO  RegisterPage :115 - Enter Password : 'password123[[ChromeDriver: chrome on WINDOWS (432761602b2765031b892c9151710d14)] -> id: Password]
2022-12-20 06:46:32 INFO  RegisterPage :120 - Enter Confirm password : 'password123[[ChromeDriver: chrome on WINDOWS (432761602b2765031b892c9151710d14)] -> id: ConfirmPassword]
2022-12-20 06:46:32 INFO  RegisterPage :125 - Click on 'REGISTER' button[[ChromeDriver: chrome on WINDOWS (432761602b2765031b892c9151710d14)] -> css selector: #register-button]
2022-12-20 06:46:33 INFO  RegisterPage :143 - Get your reg completed text : [[ChromeDriver: chrome on WINDOWS (432761602b2765031b892c9151710d14)] -> css selector: .result]
